"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.795416658E-3,4.856239776E-1,5.941078082E-2,-3.669689155E-1,6.115770380E-1
1.282941666E-2,7.208131707E-1,1.078093542E-1,-8.667561650E-2,7.339667202E-1
2.286441668E-2,9.276822518E-1,2.622344658E-2,-6.538356543E-3,9.280758479E-1
3.289941666E-2,9.158001249E-1,-7.710504010E-2,-8.982843518E-2,9.234198415E-1
4.293341667E-2,6.343233494E-1,-1.320311527E-1,-1.172717571E-1,6.584458990E-1
5.296841668E-2,2.718977205E-1,-6.129416898E-2,-5.108536899E-2,2.833638306E-1
6.300341667E-2,2.991596326E-2,3.607147336E-3,-1.302174926E-2,3.282593980E-2
7.303741667E-2,-1.058351149E-1,4.725076497E-2,-3.415358663E-3,1.159541764E-1
8.307241666E-2,-1.853956202E-1,7.566209346E-2,1.707328498E-2,2.009671252E-1
9.310741667E-2,-2.295746235E-1,1.286929773E-1,4.964812338E-2,2.678270455E-1
1.031414167E-1,-2.201513238E-1,1.853067425E-1,1.190142274E-1,3.113993907E-1
1.131764167E-1,-1.329113779E-1,2.316387637E-1,1.846539009E-1,3.246829443E-1
1.232114167E-1,-4.422278434E-2,2.234311002E-1,2.018300968E-1,3.043230178E-1
1.332454167E-1,-3.499909401E-2,1.976672447E-1,2.128766567E-1,2.925982693E-1
1.432804167E-1,-5.100825883E-2,1.888438694E-1,1.821892995E-1,2.673140294E-1
1.533154167E-1,-1.363329493E-2,2.520727359E-1,6.745698810E-2,2.612986340E-1
1.633494167E-1,7.028835610E-2,3.655333509E-1,-9.927402735E-3,3.723622389E-1
1.733844167E-1,1.977284212E-1,4.228712938E-1,-3.023302853E-2,4.677934327E-1
1.834194167E-1,3.346763514E-1,3.918069374E-1,-7.658858478E-2,5.209479318E-1
1.934534167E-1,4.731806642E-1,3.588142423E-1,-1.887352574E-1,6.231120275E-1
2.034884167E-1,6.150431791E-1,3.589484359E-1,-3.536448652E-1,7.951017435E-1
2.135234167E-1,7.925491512E-1,4.111109351E-1,-5.768517977E-1,1.062969592E0
2.235574167E-1,9.937657289E-1,5.216220684E-1,-8.292521238E-1,1.395463719E0
2.335924167E-1,1.202580910E0,6.519249304E-1,-1.015252054E0,1.703509228E0
2.436264167E-1,1.364056594E0,7.813077329E-1,-1.103486538E0,1.920618313E0
2.536614167E-1,1.431073287E0,8.493059539E-1,-1.023959727E0,1.953915269E0
2.636964167E-1,1.364479932E0,7.654142699E-1,-7.121785873E-1,1.718971445E0
2.737314167E-1,1.055987339E0,5.631880973E-1,-4.314713055E-1,1.272186143E0
2.837654167E-1,5.884785109E-1,3.165165807E-1,-1.908168662E-1,6.949106274E-1
2.938004167E-1,1.238542236E-1,1.512621333E-1,-1.023935169E-1,2.206910374E-1
3.038344167E-1,-2.599478025E-1,1.411185298E-1,-4.891371310E-2,2.997996844E-1
3.138694167E-1,-4.609833723E-1,1.740095564E-1,2.730696487E-1,5.633400646E-1
3.239044167E-1,-4.342399621E-1,6.242012344E-2,3.832148194E-1,5.825068363E-1
3.339384167E-1,-4.335488578E-1,-1.291527877E-1,3.605211908E-1,5.784639865E-1
3.439734167E-1,-5.821143283E-1,-2.136411801E-1,3.367879272E-1,7.056385427E-1
3.540084167E-1,-7.267699485E-1,-7.781131066E-2,1.047294796E-1,7.383883951E-1
3.640424167E-1,-7.990100321E-1,1.783114260E-1,-1.582589847E-1,8.338212652E-1
3.740774167E-1,-8.105631801E-1,3.141716279E-1,-1.230072910E-1,8.779790853E-1
3.841124167E-1,-7.417640367E-1,1.579197000E-1,-4.361613572E-2,7.596412871E-1
3.941464167E-1,-6.732627359E-1,-3.057725412E-1,-3.812969327E-2,7.404278709E-1
4.041809583E-1,-7.387448269E-1,-9.040292412E-1,6.444801092E-2,1.169258883E0
4.142159583E-1,-8.141242806E-1,-1.311828386E0,4.022708952E-1,1.595466682E0
4.242499583E-1,-8.624247669E-1,-1.390060331E0,8.967126203E-1,1.865512725E0
4.342849583E-1,-9.408563210E-1,-1.313025312E0,1.834051110E0,2.443970041E0
4.443199583E-1,-1.174421011E0,-1.320568951E0,2.484563792E0,3.048971023E0
4.543539583E-1,-1.267614081E0,-1.523495839E0,2.440055956E0,3.143526379E0
4.643889583E-1,-1.113761192E0,-1.709702906E0,1.750571582E0,2.688503094E0
4.744239583E-1,-7.832806566E-1,-1.594255042E0,8.040629035E-1,1.949793548E0
4.844579583E-1,-3.027988666E-1,-1.303198773E0,-2.685333788E-2,1.338183582E0
4.944929583E-1,3.185906611E-2,-9.544803335E-1,-5.436559850E-1,1.098912889E0
5.045279583E-1,7.073910333E-2,-7.193706626E-1,-8.269079751E-1,1.098305499E0
5.145619583E-1,2.786139786E-2,-6.227395767E-1,-9.089718926E-1,1.102184531E0
5.245969583E-1,1.587770480E-1,-6.061116303E-1,-9.264574063E-1,1.118438548E0
5.346319583E-1,4.239469622E-1,-6.684658995E-1,-9.687713671E-1,1.251037828E0
5.446659583E-1,6.301770888E-1,-7.208641876E-1,-7.705595273E-1,1.229036340E0
5.547009583E-1,7.591049780E-1,-4.713265852E-1,-4.286687350E-1,9.910327956E-1
5.647359583E-1,8.822555257E-1,-3.233337032E-1,-4.332143605E-2,9.406360843E-1
5.747699583E-1,1.033611141E0,-1.608792682E-1,2.883770746E-1,1.085078554E0
5.848049583E-1,9.645034844E-1,2.029322970E-1,6.726262665E-1,1.193262160E0
5.948399583E-1,7.025515122E-1,5.289881714E-1,7.524050921E-1,1.157376575E0
6.048739583E-1,4.625159276E-1,9.654577500E-1,6.210941702E-1,1.237654079E0
6.149089583E-1,3.523761655E-1,1.236057535E0,3.889626324E-1,1.342869733E0
6.249439583E-1,3.707660973E-1,1.241962930E0,-1.694113791E-2,1.296235481E0
6.349779583E-1,3.687936853E-1,1.077075615E0,-4.716194576E-1,1.232284697E0
6.450129583E-1,3.316409156E-1,8.462324381E-1,-8.573631978E-1,1.249466562E0
6.550479583E-1,3.220913891E-1,8.076704894E-1,-1.009455124E0,1.332319080E0
6.650819583E-1,2.644479293E-1,8.391913672E-1,-7.105565697E-1,1.130957779E0
6.751169583E-1,-6.345252246E-2,7.718865529E-1,-1.067543703E-1,7.818130011E-1
6.851519583E-1,-6.390347435E-1,5.218522295E-1,3.701614952E-1,9.042757794E-1
6.951859583E-1,-1.196403326E0,2.113650052E-1,4.863357300E-1,1.308655236E0
7.052209583E-1,-1.536014874E0,-1.171020417E-1,4.833407861E-1,1.614519401E0
7.152559583E-1,-1.634392523E0,-3.351543613E-1,4.713931704E-1,1.733718226E0
7.252899583E-1,-1.340821221E0,-3.383511803E-1,2.090549165E-1,1.398566060E0
7.353249583E-1,-8.529216528E-1,-7.858482420E-2,-1.868477762E-1,8.766772564E-1
7.453589583E-1,-6.224556944E-1,2.889618693E-1,-4.557986462E-1,8.238339998E-1
7.553939583E-1,-6.504834455E-1,5.174553426E-1,-4.095728981E-1,9.266275969E-1
7.654289583E-1,-6.824661072E-1,5.598994039E-1,-3.548324347E-1,9.513954943E-1
7.754629584E-1,-5.414723423E-1,5.332482335E-1,-3.362464750E-1,8.310280789E-1
7.854979583E-1,-3.600898124E-1,4.919237678E-1,3.741399407E-2,6.107810355E-1
7.955329583E-1,-2.179062854E-1,4.254126399E-1,1.933960730E-1,5.156172073E-1
8.055669583E-1,-5.839585036E-2,2.599737129E-1,1.985936630E-1,3.323188976E-1
8.156019583E-1,9.939535707E-2,1.120167182E-1,1.773010272E-1,2.320836841E-1
8.256369583E-1,2.390030394E-1,3.965281986E-2,3.983064830E-2,2.455224624E-1
8.356709583E-1,3.517942214E-1,7.982838079E-3,4.552349746E-2,3.548172610E-1
8.457059583E-1,4.147957774E-1,6.878057845E-2,-2.396188974E-3,4.204664631E-1
8.557409583E-1,4.210268627E-1,1.587155791E-1,-2.510560513E-2,4.506490271E-1
8.657749583E-1,4.675247987E-1,2.155486149E-1,-5.178878903E-3,5.148470293E-1
8.758099584E-1,5.318378851E-1,2.085440160E-1,6.092097044E-2,5.745028349E-1
8.858449583E-1,5.611974858E-1,1.569088626E-1,8.268781543E-2,5.885578001E-1
8.958789583E-1,5.560621686E-1,9.876064181E-2,9.367181003E-2,5.724798754E-1
9.059139583E-1,6.943416560E-1,5.735796958E-2,1.337170511E-1,7.094226678E-1
9.159489583E-1,8.837791640E-1,7.621560551E-2,6.275114894E-2,8.892761865E-1
