"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.567041670E-3,3.583846182E-2,7.574775517E-2,1.147574544E-2,8.458020154E-2
1.760104168E-2,1.965976428E-2,3.700018297E-1,-9.738713086E-2,3.831084880E-1
2.763504165E-2,1.021382128E-1,4.648832459E-1,-1.904964387E-2,4.763523232E-1
3.767004167E-2,2.352425123E-1,3.654310247E-1,9.800342739E-2,4.455149214E-1
4.770504165E-2,3.323009566E-1,1.817638414E-1,4.952884018E-2,3.819883844E-1
5.773904166E-2,3.666872258E-1,1.699281268E-2,-1.709316552E-2,3.674785077E-1
6.777404167E-2,2.534713899E-1,-4.470437564E-2,5.370667577E-3,2.574394506E-1
7.780804168E-2,3.164666601E-2,-6.321278661E-3,-4.534632683E-2,5.565751872E-2
8.784204166E-2,-1.817475058E-1,1.081879614E-1,-5.900366843E-2,2.195864835E-1
9.787704167E-2,-2.965669041E-1,2.096147509E-1,-5.095029831E-2,3.667236089E-1
1.079120417E-1,-3.037051119E-1,2.457704241E-1,-5.689925551E-2,3.948131478E-1
1.179460417E-1,-2.213055276E-1,2.354269554E-1,-8.435602605E-2,3.339429997E-1
1.279810417E-1,-1.238223928E-1,2.360579431E-1,-9.540141642E-2,2.831197056E-1
1.380150417E-1,-3.128983967E-2,2.617032097E-1,-5.007730901E-2,2.682822411E-1
1.480500417E-1,1.574033909E-2,2.978531454E-1,1.591085851E-2,2.986928354E-1
1.580840417E-1,-1.750159353E-2,2.884082841E-1,2.694630861E-2,2.901926044E-1
1.681190417E-1,-4.761296343E-2,2.202469989E-1,6.568820536E-2,2.347140284E-1
1.781530417E-1,-5.064821653E-2,1.120487683E-1,1.596453595E-1,2.015113127E-1
1.881880417E-1,-6.814798281E-2,1.512053423E-3,2.320812517E-1,2.418845619E-1
1.982220417E-1,-9.597970605E-2,-7.608470097E-2,2.031673551E-1,2.372297617E-1
2.082570417E-1,-1.119568939E-1,-1.113283182E-1,1.645552665E-1,2.280499425E-1
2.182910417E-1,-1.197228368E-1,-9.560665369E-2,1.505371517E-1,2.147920481E-1
2.283260417E-1,-1.176781386E-1,-3.937547911E-2,1.459897721E-1,1.916026780E-1
2.383600417E-1,-9.066930134E-2,3.248965178E-2,1.240673912E-1,1.570643729E-1
2.483950416E-1,-2.193597570E-2,9.468458433E-2,5.036733091E-2,1.094679202E-1
2.584290417E-1,5.281161323E-2,1.001636812E-1,2.565758228E-3,1.132625827E-1
2.684640417E-1,1.324265341E-1,8.977862421E-2,-1.308022141E-3,1.599959350E-1
2.784980417E-1,2.132503303E-1,6.407722436E-2,-5.005801320E-2,2.282266390E-1
2.885330417E-1,2.986936095E-1,6.519908577E-2,-1.065678442E-1,3.237676614E-1
2.985670417E-1,3.468656033E-1,7.036992475E-2,-1.084255046E-1,3.701672097E-1
3.086020417E-1,3.700513117E-1,7.366570786E-2,-1.358255571E-1,4.010152015E-1
3.186360417E-1,3.953554664E-1,5.206675105E-2,-1.944286913E-1,4.436433335E-1
3.286710417E-1,3.997283797E-1,-3.578276709E-3,-1.846381134E-1,4.403258050E-1
3.387050417E-1,3.795463860E-1,-7.912824981E-2,-2.269035423E-1,4.492237266E-1
