"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.067625036E-3,1.923650627E-1,2.686561704E-2,-4.226285613E-1,4.651246924E-1
1.410262508E-2,1.439581570E-1,5.158413649E-3,-7.343219930E-1,7.483176796E-1
2.413662511E-2,1.528197585E-1,1.586817384E-2,-6.012475508E-1,6.205677199E-1
3.417162504E-2,1.676135065E-1,4.287003100E-2,-6.013832062E-1,6.257746303E-1
4.420562508E-2,-6.327140038E-2,4.126497030E-2,-5.933584875E-1,5.981474422E-1
5.423962511E-2,-3.445150226E-1,7.646637797E-2,-4.666417229E-1,5.850574376E-1
6.427462504E-2,-9.862663825E-1,-2.742168725E-2,4.915227950E-2,9.878710810E-1
7.430862507E-2,-6.839467683E-1,-1.400174260E-2,4.805399698E-1,8.360011324E-1
8.434262511E-2,-4.567179747E-1,-1.054790926E-1,-7.202717185E-2,4.742415638E-1
9.437762504E-2,-5.360465647E-1,-6.974324942E-2,-3.887182188E-1,6.658167120E-1
1.044116251E-1,-5.210833937E-1,-1.563486993E-2,-3.843754917E-1,6.477012205E-1
1.144466251E-1,-2.595809993E-1,-3.187036586E-1,-4.119989079E-1,5.819771622E-1
1.244806250E-1,-4.401593909E-2,3.339672303E-1,-6.378002501E-1,7.212909765E-1
1.345146251E-1,1.648546439E-1,3.089604431E-1,-5.650164485E-1,6.647384419E-1
1.445496251E-1,4.690104300E-1,-4.330635023E-1,-5.743392491E-1,8.587085382E-1
1.545836250E-1,5.285480954E-1,5.153531224E-1,-3.738680452E-1,8.274836827E-1
1.646186251E-1,5.648980424E-1,-1.352776730E-1,-5.259190410E-1,7.835819580E-1
1.746526251E-1,5.835404277E-1,1.269301879E-1,-6.871261919E-1,9.103697638E-1
1.846866250E-1,1.081125323E0,5.843420810E-1,-8.761175573E-2,1.232056595E0
1.947216251E-1,8.231411988E-1,-5.284134632E-1,-1.664415783E-1,9.922121851E-1
2.047556251E-1,7.555213657E-1,4.525563651E-1,-1.474264330E-1,8.929470033E-1
2.147896250E-1,1.048192489E0,3.289649373E-1,-2.048747420E-2,1.098792592E0
2.248247501E-1,1.111943658E0,-2.094133508E-1,3.881182945E-1,1.196205861E0
2.348587500E-1,9.566090123E-1,7.678797483E-2,6.881073546E-1,1.180884807E0
2.448937501E-1,6.219341227E-1,1.106293201E-1,7.413485920E-1,9.739808183E-1
2.549277501E-1,3.212961678E-1,-3.931083083E-2,8.487075645E-1,9.083397486E-1
2.649617500E-1,5.744275421E-2,1.370119572E-2,8.543080276E-1,8.563466581E-1
2.749967501E-1,-8.274614140E-2,-1.071046185E-1,6.281576067E-1,6.425731881E-1
2.850307501E-1,-2.208209762E-1,-6.073426884E-1,4.516272426E-1,7.884124625E-1
2.950657500E-1,-5.242253950E-1,-3.939128852E-1,1.003779817E-1,6.633666898E-1
3.050997501E-1,-1.269284776E0,-3.742218018E-5,-7.011267650E-1,1.450056063E0
3.151337501E-1,-1.661900749E0,-9.576979101E-1,-1.271784022E0,2.301419993E0
3.251687500E-1,-1.664541059E0,-1.157365707E0,-1.435517755E0,2.484130339E0
3.352027501E-1,-1.176073435E0,-1.004925871E0,-1.470337924E0,2.134225466E0
3.452367501E-1,-7.172538243E-1,-8.617316526E-1,-1.361779688E0,1.763938323E0
3.552717500E-1,-7.060681008E-1,-7.856511909E-1,-1.476405580E0,1.815365912E0
3.653057500E-1,3.898509707E-1,-9.701594961E-1,-3.905092210E-1,1.116105138E0
3.753407501E-1,9.277722989E-1,-8.938562554E-1,1.065228206E0,1.671661322E0
3.853747500E-1,2.006824346E-1,-3.474742985E-1,1.215637888E0,1.280151281E0
3.954087500E-1,1.122037414E0,6.523563087E-1,1.256308197E0,1.806335240E0
4.054437501E-1,1.392718037E0,1.110778601E0,1.875674515E0,2.586821895E0
4.154777500E-1,1.146001643E0,1.094968899E0,2.581140499E0,3.028954098E0
4.255117500E-1,1.059123274E0,8.298286593E-1,2.597719694E0,2.925492321E0
4.355467501E-1,8.902799521E-1,4.433098707E-1,2.369498189E0,2.569755573E0
4.455807500E-1,5.951442271E-1,9.808771500E-1,1.971296371E0,2.280860806E0
4.556157500E-1,-5.377976596E-2,1.349431538E0,1.740158275E0,2.202727528E0
4.656497501E-1,-7.654711340E-1,4.247256652E-1,1.270851976E0,1.543179411E0
4.756837500E-1,-1.216539821E0,-3.149371746E-1,8.806509036E-1,1.534503364E0
4.857187500E-1,-1.248738099E0,-5.254176423E-1,2.020031744E-1,1.369750277E0
