"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.018754166E-2,-2.879373640E-2,-2.721668386E-1,8.633413911E-3,2.738218456E-1
2.022254167E-2,-8.353712350E-2,-3.383266219E-1,2.506292045E-2,3.493873268E-1
3.025654165E-2,-2.102044791E-2,-3.249929237E-1,7.263411283E-3,3.257529998E-1
4.029154166E-2,1.324745178E-2,-2.335681987E-1,-4.744781613E-2,2.387067106E-1
5.032654165E-2,2.313363165E-2,-1.343409491E-1,1.230605006E-2,1.368725479E-1
6.036054165E-2,6.369021177E-2,-1.214262038E-2,-8.769595563E-2,1.090617575E-1
7.039554167E-2,8.070765585E-2,6.145248234E-2,-4.316356122E-2,1.102416723E-1
8.042954167E-2,3.729821920E-2,9.082567781E-2,-2.835490286E-2,1.021981478E-1
9.046454166E-2,-5.192736804E-2,6.792037994E-2,-3.793088794E-3,8.558047140E-2
1.004995417E-1,-8.629583985E-2,2.307311296E-2,1.224319249E-1,1.515549958E-1
1.105335417E-1,-9.518799305E-2,-5.065209031E-2,4.138881433E-1,4.277029149E-1
1.205685417E-1,-2.533949375E-2,-3.279410899E-2,1.416686797E-1,1.476060918E-1
1.306025417E-1,1.230002743E-1,3.363669276E-2,1.859823883E-2,1.288657793E-1
1.406375417E-1,1.760128856E-1,1.405281803E-1,-9.060494542E-2,2.427714182E-1
1.506725417E-1,3.805017114E-2,2.226853609E-1,-9.160832763E-2,2.437799647E-1
1.607065416E-1,-1.179903799E-1,2.445258808E-1,-9.566804945E-2,2.878663090E-1
1.707415417E-1,-1.598769093E-1,1.817782402E-1,-1.610217941E-1,2.907438269E-1
1.807765417E-1,-1.154310536E-1,6.411647379E-2,-1.260039890E-1,1.825164529E-1
1.908105417E-1,-8.819033772E-2,-4.447158337E-2,-1.197556543E-1,1.552310347E-1
2.008455417E-1,-1.527976853E-1,-1.118122119E-1,-1.814291614E-1,2.622320422E-1
2.108795417E-1,-2.349677297E-1,-1.605154252E-1,9.412555397E-2,2.997242994E-1
2.209145417E-1,-1.871509543E-1,-1.605505085E-1,1.413038135E-2,2.469850464E-1
2.309495417E-1,-8.762111127E-2,-1.731997901E-1,-5.374409795E-2,2.014051998E-1
2.409835416E-1,2.496176362E-3,-1.724218181E-1,-1.007153660E-1,1.996975193E-1
2.510185417E-1,8.040155411E-2,-1.449434128E-1,-7.778960288E-2,1.830962183E-1
2.610525417E-1,1.071236220E-1,-8.933025241E-2,5.727347732E-3,1.396000247E-1
2.710875417E-1,1.111204863E-1,4.208094925E-2,7.722417712E-3,1.190722658E-1
2.811225417E-1,1.456775308E-1,1.746516538E-1,5.302138209E-2,2.335303194E-1
2.911565417E-1,2.204201496E-1,2.368631047E-1,1.614808005E-1,3.616147420E-1
3.011915417E-1,1.822004092E-1,2.397416890E-1,8.335439801E-2,3.124436304E-1
3.112265417E-1,4.726392120E-2,1.383682188E-1,7.555362761E-2,1.645843033E-1
3.212601667E-1,-9.113177955E-2,-2.975063324E-3,5.985677719E-2,1.090719305E-1
3.312951667E-1,-1.832698649E-1,-1.038833874E-1,-2.238179666E-1,3.073663673E-1
3.413291667E-1,-1.968488538E-1,-2.122489581E-1,-1.948760033E-1,3.489638206E-1
3.513641667E-1,-1.666520780E-1,-2.656232196E-1,-1.951595932E-1,3.693452000E-1
3.613991667E-1,-8.581139803E-2,-2.621868110E-1,-1.360974526E-1,3.076167039E-1
3.714331667E-1,-3.808466971E-2,-2.003349638E-1,-6.877436578E-2,2.152079301E-1
3.814681667E-1,-3.932018638E-2,-1.008331874E-1,-3.051077127E-2,1.124469471E-1
3.915021667E-1,-3.440618634E-2,5.710098445E-3,3.649247289E-2,5.047862380E-2
4.015371666E-1,-3.790223658E-2,9.531253874E-2,-3.912956715E-2,1.097824330E-1
4.115721667E-1,-2.146542102E-2,1.476971591E-1,4.353895247E-2,1.554697896E-1
4.216061667E-1,2.870982885E-3,1.575956181E-1,9.535873175E-2,1.842224446E-1
4.316411667E-1,5.352044195E-2,1.324800727E-1,-2.089911819E-2,1.444028411E-1
4.416761667E-1,6.653225094E-2,7.200758368E-2,2.804792404E-2,1.019721460E-1
4.517101667E-1,6.443865538E-2,2.076638639E-3,7.579921067E-2,9.950966321E-2
4.617451667E-1,7.390939057E-2,-2.185864627E-2,-4.366583705E-2,8.858387978E-2
4.717791667E-1,2.584761679E-3,-3.746954262E-2,5.371076882E-2,6.554002063E-2
4.818141666E-1,-1.086371738E-1,2.188612819E-3,-8.796141922E-2,1.397999886E-1
4.918491667E-1,-1.604736176E-1,7.507824898E-3,-5.677997231E-2,1.703881294E-1
5.018831667E-1,-8.577456057E-2,-2.322864890E-2,-7.197922468E-3,8.915523237E-2
5.119181667E-1,7.063494980E-2,-2.746788025E-2,2.367069840E-2,7.939825276E-2
5.219521667E-1,2.846892357E-2,2.036936045E-2,-5.884170055E-2,6.846704447E-2
5.319871667E-1,-1.627391213E-1,4.299048364E-2,-1.332440114E-1,2.146768964E-1
5.420221667E-1,-2.135207275E-1,2.952843904E-3,5.020887136E-2,2.193644253E-1
5.520561667E-1,-1.177781260E-1,-2.247640461E-2,2.763686478E-2,1.230474381E-1
5.620911666E-1,2.404375076E-2,-3.013187170E-2,1.195697129E-1,1.256302029E-1
5.721261667E-1,1.393461657E-1,5.424461961E-3,3.684798360E-2,1.442378333E-1
5.821601667E-1,1.606531271E-1,3.554843992E-2,-2.616512060E-2,1.666065196E-1
5.921951667E-1,1.441531616E-1,3.150245905E-2,4.664148510E-2,1.547513072E-1
6.022291667E-1,1.279174903E-1,-1.738523394E-2,5.438846111E-2,1.400829589E-1
6.122641667E-1,6.233570427E-2,-7.402136475E-2,2.389464676E-2,9.967876710E-2
6.222991667E-1,1.745101511E-2,-1.132360089E-1,1.453091562E-2,1.154906020E-1
6.323331667E-1,5.303833902E-2,-7.507210940E-2,-8.686272740E-2,1.264674679E-1
6.423681666E-1,1.158678406E-1,3.420328796E-2,-1.567036253E-1,1.978667420E-1
6.524021667E-1,1.255248097E-1,1.010746774E-1,1.917693776E-1,2.504956336E-1
6.624371667E-1,-8.914431095E-2,1.256973025E-1,3.762648189E-1,4.065977545E-1
6.724721667E-1,-2.336681861E-1,1.659086046E-1,-2.854113668E-1,4.044578279E-1
6.825061667E-1,-4.442246675E-2,1.295661128E-1,-3.450406873E-1,3.712328232E-1
6.925411667E-1,-7.135211080E-2,6.275231838E-2,-5.899255872E-2,1.118440842E-1
7.025761667E-1,-2.896967912E-1,3.520696253E-2,-3.536805332E-2,2.939637056E-1
7.126101667E-1,-4.420427790E-1,-6.237838894E-2,2.512542719E-1,5.122710133E-1
7.226451667E-1,-2.252224678E-1,-7.101180285E-2,-3.902653921E-1,4.561522908E-1
7.326791667E-1,1.544913313E-1,-1.642497495E-1,-1.501143980E-1,2.708872166E-1
7.427141667E-1,1.643319029E-1,-2.429652590E-1,2.194173521E-1,3.663073378E-1
7.527491667E-1,2.542486310E-2,-2.280472577E-1,-2.959685147E-1,3.744987811E-1
7.627831667E-1,1.446873048E-1,-3.181642529E-1,-1.964290237E-1,4.009329986E-1
7.728181666E-1,2.941827750E-1,-3.251718485E-1,-8.203526616E-2,4.461053924E-1
7.828521667E-1,2.772293580E-1,-2.370209795E-1,1.326090038E-2,3.649807024E-1
7.928871667E-1,1.607422972E-1,-1.009191415E-1,1.254689687E-1,2.275197164E-1
8.029221667E-1,1.154570737E-1,9.707664371E-2,2.717902780E-2,1.532739710E-1
8.129561667E-1,1.193714923E-1,2.700787979E-1,2.373332208E-1,3.788392376E-1
8.229911667E-1,-4.708762765E-3,3.881899229E-1,3.189065570E-1,5.024091766E-1
8.330261667E-1,-4.877981186E-2,4.110636458E-1,1.681776166E-2,4.142893048E-1
8.430601667E-1,1.717619598E-3,3.081780857E-1,-2.020739257E-2,3.088446558E-1
8.530951666E-1,-6.209684551E-2,1.567550808E-1,-7.620559216E-2,1.850282839E-1
8.631291667E-1,-2.118539786E-1,-6.274354756E-3,-3.449798763E-2,2.147360867E-1
8.731641667E-1,-3.142299539E-1,-1.533329979E-1,-1.118724382E-1,3.671061353E-1
8.831991667E-1,-2.656191266E-1,-2.333039045E-1,-1.955770844E-1,4.040230541E-1
8.932331667E-1,-1.873325104E-1,-2.564778820E-1,-1.443695086E-1,3.488795328E-1
9.032681667E-1,-1.887677094E-1,-2.334158787E-1,-1.287586123E-1,3.266420071E-1
9.133031667E-1,-1.532002661E-1,-1.947409326E-1,-2.111131364E-1,3.255197516E-1
9.233371667E-1,-2.393674672E-2,-1.727273351E-1,-1.096405560E-1,2.059824062E-1
9.333721666E-1,6.776718289E-2,-1.308063072E-1,-4.610588014E-2,1.543646114E-1
9.434061667E-1,1.049274078E-1,-7.848600626E-2,3.724851787E-2,1.362250571E-1
9.534411667E-1,1.558288819E-1,1.110415488E-2,6.130396307E-2,1.678216868E-1
9.634761667E-1,2.235115725E-1,1.161824208E-1,7.430349290E-2,2.626343218E-1
9.735101667E-1,1.938223350E-1,1.875699073E-1,9.698133409E-2,2.866268425E-1
9.835451667E-1,1.774717659E-2,2.020458591E-1,2.329676896E-1,3.088874162E-1
9.935791667E-1,-1.091967523E-2,1.961986434E-1,1.349057901E-1,2.383541885E-1
1.003614167E0,5.056350499E-2,1.618787035E-1,-2.583241403E-2,1.715479417E-1
1.013649167E0,4.114568710E-2,1.158400664E-1,2.122013032E-2,1.247484768E-1
1.023683167E0,-7.618278801E-2,9.714505613E-2,-6.754469633E-2,1.407240744E-1
1.033718167E0,-1.822679445E-1,6.008423388E-2,-5.728341758E-2,2.002825721E-1
1.043753167E0,-1.587039578E-1,5.054625571E-3,3.997448981E-2,1.637389853E-1
1.053787167E0,-1.128652954E-1,-4.296855658E-2,-7.446019828E-2,1.418773868E-1
1.063822167E0,-9.680971831E-2,-1.046376783E-1,-1.340526813E-1,1.956815951E-1
1.073856167E0,-9.949505210E-2,-1.695566824E-1,-1.545629597E-1,2.500768731E-1
1.083891167E0,-1.208040601E-1,-2.218986180E-1,-1.260110056E-1,2.823320583E-1
1.093926167E0,-9.279121935E-2,-2.607080501E-1,-1.035202754E-1,2.954578569E-1
1.103960167E0,-2.871859968E-2,-2.496208522E-1,-1.958337772E-1,3.185689817E-1
1.113995167E0,6.476317585E-2,-1.605949473E-1,-1.206227964E-1,2.110328531E-1
1.124029167E0,1.050782660E-1,-4.641052008E-2,8.352162838E-3,1.151743764E-1
1.134064167E0,1.132997435E-1,4.829273880E-2,9.502193213E-2,1.555576681E-1
1.144099167E0,1.370435321E-1,1.265314078E-1,1.082044798E-1,2.156370477E-1
1.154133167E0,1.380977851E-1,1.599078995E-1,9.678018987E-2,2.323960837E-1
1.164168167E0,3.954501182E-2,1.690889052E-1,1.169928449E-1,2.093852707E-1
1.174202167E0,-2.743630528E-2,1.461154872E-1,1.076150805E-1,1.835306296E-1
1.184237167E0,-3.972013593E-2,9.568091333E-2,-9.016406536E-3,1.039895281E-1
1.194272167E0,-5.552574456E-2,8.506529331E-3,-6.551454306E-2,8.629962168E-2
1.204306167E0,-6.113614798E-2,-6.466377318E-2,-1.033431047E-1,1.363775254E-1
1.214341167E0,-6.980435282E-2,-1.129644057E-1,-1.273003167E-1,1.839537313E-1
1.224376167E0,-1.038024035E-1,-1.330890602E-1,-1.793224096E-1,2.462603572E-1
1.234410167E0,-1.430994934E-1,-1.493609843E-1,-1.448635983E-1,2.525304551E-1
1.244445167E0,-1.031378675E-1,-1.356255823E-1,-9.833964229E-2,1.967292646E-1
1.254479167E0,-4.971273512E-2,-1.465958360E-1,-5.054567099E-2,1.628390617E-1
1.264514167E0,8.609732687E-3,-1.455313504E-1,-3.497628987E-2,1.499227878E-1
1.274549167E0,-1.118630826E-2,-7.401083976E-2,-2.884957731E-2,8.021867616E-2
1.284583167E0,-1.327417356E-1,5.961908787E-2,1.379732394E-1,2.005278504E-1
1.294618167E0,-1.774746895E-1,2.154564482E-1,5.256529927E-2,2.840455195E-1
1.304653167E0,-1.226988503E-1,2.833130935E-1,-1.450343370E-2,3.090819736E-1
1.314687167E0,2.447293639E-2,2.434347904E-1,-5.169581831E-2,2.500637507E-1
1.324722542E0,1.184359378E-1,1.194896060E-1,-9.602180600E-2,1.937137696E-1
1.334756542E0,1.190382010E-1,-3.134195298E-2,-6.558704853E-2,1.394778557E-1
1.344791542E0,4.845646083E-2,-1.431895405E-1,8.333451748E-3,1.513959033E-1
1.354826542E0,2.069972813E-2,-1.765151614E-1,1.203766286E-2,1.781319350E-1
1.364860542E0,6.529585719E-2,-1.522413227E-1,2.775322437E-2,1.679619325E-1
1.374895542E0,9.424512953E-2,-1.012723133E-1,3.921669066E-2,1.437921232E-1
1.384929542E0,6.752481580E-2,-2.508046210E-2,4.186021686E-3,7.215367700E-2
1.394964542E0,-8.231417835E-3,2.928490251E-2,4.334950268E-2,5.295791855E-2
1.404999542E0,-3.218541384E-2,5.156484067E-2,3.442021966E-2,6.985402765E-2
1.415033542E0,4.996972024E-2,4.474874139E-2,5.196420550E-3,6.727871568E-2
1.425068542E0,1.083544609E-1,6.813175678E-3,1.113894582E-3,1.085741651E-1
1.435103542E0,1.103834447E-1,-5.116986126E-2,4.594157338E-3,1.217537098E-1
1.445137542E0,6.118000209E-2,-8.111900747E-2,5.767225742E-2,1.168305410E-1
1.455172542E0,-2.109675407E-2,-8.406191111E-2,7.446429133E-2,1.142646429E-1
1.465206542E0,-4.438913763E-2,-4.351527125E-2,-2.658319652E-2,6.760651380E-2
1.475241542E0,-1.823220313E-2,4.927156270E-3,-8.488987684E-3,2.070635196E-2
1.485276542E0,5.354295373E-3,6.242955208E-2,-4.799277663E-2,7.892670056E-2
1.495310542E0,-3.144632578E-3,8.939457178E-2,-2.034772575E-2,9.173498853E-2
1.505345542E0,-1.887832046E-2,8.014953911E-2,1.780009389E-2,8.424477993E-2
1.515379542E0,1.261770666E-2,5.469310105E-2,3.227195263E-2,6.474581647E-2
1.525414542E0,4.274782419E-2,5.865634382E-3,2.167562842E-3,4.320278311E-2
1.535449542E0,3.404073536E-2,-4.678766549E-2,1.827781141E-2,6.067895595E-2
1.545483542E0,-2.125638306E-2,-8.895661533E-2,-7.224468827E-2,1.165521695E-1
1.555518542E0,-2.720241666E-2,-1.052282470E-1,-8.249134898E-2,1.364469791E-1
1.565553542E0,-3.657082558E-2,-9.743156970E-2,-1.096294463E-1,1.511586966E-1
1.575587542E0,-4.643858671E-2,-5.582102895E-2,-1.049370557E-1,1.276100124E-1
1.585622542E0,-3.826768756E-2,-4.320215285E-2,-4.171462119E-2,7.121061397E-2
1.595656542E0,-3.288240194E-2,-4.063522518E-2,-4.378395081E-2,6.818730256E-2
1.605691542E0,-5.239602238E-2,-5.866131395E-2,-8.915659010E-2,1.188923483E-1
1.615726542E0,-5.829790950E-2,-5.780586630E-2,-7.699262738E-2,1.125523394E-1
1.625760542E0,-6.652435720E-2,-3.016695499E-2,-5.529244065E-2,9.161216768E-2
1.635795542E0,-7.121206999E-2,3.016607791E-2,-4.020720899E-2,8.716519273E-2
1.645830542E0,-8.970798254E-2,1.000096071E-1,8.225161314E-2,1.575270501E-1
1.655864542E0,-4.195845008E-2,1.795197532E-1,7.168394029E-2,1.978040460E-1
1.665899542E0,1.761093646E-2,1.864399329E-1,1.386708122E-1,2.330227195E-1
1.675933542E0,3.099725962E-2,1.386521012E-1,9.238483787E-2,1.694703323E-1
1.685968542E0,3.347063184E-2,5.705245256E-2,8.983077407E-3,6.675298659E-2
1.696003542E0,4.359099269E-2,-5.429958344E-2,-8.145171404E-2,1.071587660E-1
1.706037542E0,4.165527195E-2,-1.335235083E-1,-1.013304931E-1,1.727181455E-1
1.716072542E0,4.302761346E-2,-1.791282821E-1,-1.093365008E-1,2.142260193E-1
1.726106542E0,1.224114597E-3,-1.578827164E-1,-7.313346505E-2,1.740027422E-1
1.736141542E0,-5.035066634E-2,-1.231131256E-1,2.132830381E-2,1.347105335E-1
1.746176542E0,-5.926386952E-2,-6.555342704E-2,1.716333210E-2,9.002243052E-2
1.756210542E0,-6.716930509E-2,-2.258048505E-2,3.647493124E-3,7.095701556E-2
1.766245542E0,-7.144128084E-2,-1.538051605E-2,-3.714969993E-2,8.197875997E-2
1.776280542E0,-3.226318181E-2,-1.209525794E-2,-7.559280396E-2,8.307514776E-2
1.786314542E0,2.636129469E-2,-2.180192828E-2,-2.288717151E-2,4.115901546E-2
1.796349542E0,6.156942666E-2,-1.339597106E-3,-3.951197505E-2,7.316956329E-2
1.806383542E0,5.497435212E-2,3.842029989E-2,2.370519698E-2,7.113533017E-2
1.816418542E0,2.519185156E-2,9.625043213E-2,4.829098463E-2,1.105929214E-1
1.826453542E0,-5.911067247E-2,1.175641179E-1,3.905355334E-2,1.372609684E-1
1.836487542E0,-1.330335116E-1,7.770657241E-2,-1.068286300E-3,1.540693605E-1
1.846522542E0,-1.524094301E-1,9.233630598E-3,-7.946950793E-2,1.721316270E-1
1.856556542E0,-1.037699515E-1,-5.351313293E-2,-7.845209241E-2,1.406648109E-1
1.866591542E0,-1.344976544E-2,-1.017699113E-1,-4.657891989E-2,1.127280215E-1
1.876626542E0,6.791891813E-2,-1.047704101E-1,-8.283165693E-2,1.498362495E-1
1.886660542E0,9.722048521E-2,-7.797788322E-2,-3.409686863E-2,1.292090146E-1
1.896695542E0,6.489532292E-2,-5.194110900E-2,4.160118520E-2,9.295127945E-2
